square,total_internet_activity,observed_intervals,coverage
2731,646846.1042829714,8784,1.0
3878,646247.5305653008,8784,1.0
7325,646124.2931972225,8784,1.0
8352,645843.241565325,8784,1.0
5776,645751.9830772342,8784,1.0
8563,645475.7435929953,8784,1.0
8182,644991.0403956063,8784,1.0
3486,644727.6583646437,8784,1.0
6780,644477.461611042,8784,1.0
9947,644267.3116830931,8784,1.0
8050,643621.6412288314,8784,1.0
8033,643460.5313191781,8784,1.0
4165,643449.3859120432,8784,1.0
2538,643171.1788118472,8784,1.0
9762,642888.059899799,8784,1.0
9276,642797.1327128338,8784,1.0
6880,642622.2125243591,8784,1.0
3879,642536.5476660688,8784,1.0
9682,642046.072992621,8784,1.0
9848,642007.0372905284,8784,1.0
3431,641565.0378557775,8784,1.0
3844,641420.8563672365,8784,1.0
8991,641412.8576780534,8784,1.0
8082,640951.3939520494,8784,1.0
2733,640839.163735466,8784,1.0
3233,640650.6264849143,8784,1.0
3458,640438.308727147,8784,1.0
5465,640246.6737496947,8784,1.0
9300,640158.4858288465,8784,1.0
1857,639121.8533332311,8784,1.0
8145,638930.7377349494,8784,1.0
6649,638526.4492046088,8784,1.0
7642,638037.8293401559,8784,1.0
8253,637877.7756656887,8784,1.0
3880,637338.2615730853,8784,1.0
7785,636990.1106293871,8784,1.0
6479,636973.9280776776,8784,1.0
7713,636949.2602199907,8784,1.0
2239,636880.6821563039,8784,1.0
4065,636816.681171176,8784,1.0
6995,636660.4022185194,8784,1.0
9875,636410.024562775,8784,1.0
3726,636254.5997934466,8784,1.0
3638,636101.2385309967,8784,1.0
4278,635419.7449461768,8784,1.0
9481,635217.803209793,8784,1.0
9498,634450.9827328563,8784,1.0
9970,633541.9444820359,8784,1.0
7426,633216.1818693567,8784,1.0
2835,633146.6653065195,8784,1.0
1754,632779.5731877063,8784,1.0
8419,632599.3289097516,8784,1.0
8785,632518.8627927286,8784,1.0
7267,632116.5698359762,8784,1.0
6766,631896.3644554333,8784,1.0
7268,631691.6501081253,8784,1.0
8514,631680.1208595127,8784,1.0
2537,631565.6883150875,8784,1.0
2539,631193.8543701003,8784,1.0
3220,630841.7000994809,8784,1.0
7265,630764.7488732475,8784,1.0
7847,630380.3574973092,8784,1.0
7125,629208.2883901482,8784,1.0
3484,629120.652300795,8784,1.0
3677,628954.4770978238,8784,1.0
4031,628409.0032548051,8784,1.0
2244,627377.2233556253,8784,1.0
750,626972.8855092159,8784,1.0
8142,626744.1080501075,8784,1.0
8170,626732.2089953395,8784,1.0
4873,626567.7461287444,8784,1.0
7976,626499.8599754646,8784,1.0
6596,626234.2607522579,8784,1.0
1652,626145.9111415702,8784,1.0
2833,626130.761365582,8784,1.0
5649,625780.1656258212,8784,1.0
8786,625691.0072520928,8784,1.0
8030,625458.199363285,8784,1.0
3732,625367.4169141959,8784,1.0
4038,625333.1926071653,8784,1.0
8087,625215.9004217756,8784,1.0
9375,625158.2641077102,8784,1.0
3781,625155.6033624616,8784,1.0
5674,623748.4339179522,8784,1.0
9597,623647.3396663751,8784,1.0
7784,623058.0275208208,8784,1.0
7841,622925.4743112368,8784,1.0
7225,622495.2792076877,8784,1.0
955,622469.0934288331,8784,1.0
4370,622360.3088525942,8784,1.0
3485,622216.4902748916,8784,1.0
8044,621885.7638780809,8784,1.0
7168,621824.188470611,8784,1.0
2089,621146.803732751,8784,1.0
2190,621146.803732751,8784,1.0
2584,620395.2962207595,8784,1.0
2984,620390.9416626223,8784,1.0
7893,620322.9368070303,8784,1.0
4469,620259.6596571226,8784,1.0
3676,619692.3957627597,8784,1.0
2290,619366.0368552697,8784,1.0
8341,619097.3855074681,8784,1.0
8753,618857.8096070653,8784,1.0
9656,618716.9411674286,8784,1.0
4830,618560.4713831729,8784,1.0
9871,618538.1422962948,8784,1.0
4939,616591.3986993324,8784,1.0
8955,616123.1793758231,8784,1.0
8353,615669.0865238948,8784,1.0
1552,615630.5465550033,8784,1.0
866,615188.8665184606,8784,1.0
7866,615059.8953317932,8784,1.0
950,614742.5328683613,8784,1.0
2189,614170.9813926514,8784,1.0
3237,614005.6460557432,8784,1.0
865,613599.0321704954,8784,1.0
4328,613374.5738598567,8784,1.0
7266,612420.0166565935,8784,1.0
4131,612385.332683885,8784,1.0
2587,612276.0932887304,8784,1.0
7665,612142.2314820058,8784,1.0
5180,611953.1247809151,8784,1.0
3320,611794.9993336217,8784,1.0
8515,611479.1918207029,8784,1.0
3321,611361.7469484487,8784,1.0
9255,611342.1059672077,8784,1.0
7741,611249.7278490308,8784,1.0
3455,611189.0056477452,8784,1.0
4667,611055.5732698825,8784,1.0
8967,610992.8263546305,8784,1.0
2834,610616.0287353002,8784,1.0
8653,610012.4604022374,8784,1.0
3464,609937.0201447429,8784,1.0
9946,609756.3055026258,8784,1.0
8986,609316.6756413681,8784,1.0
9760,609271.0859704784,8784,1.0
2391,609077.97881519,8784,1.0
6143,608887.9182666925,8784,1.0
8591,608690.3325276602,8784,1.0
3367,608599.169881803,8784,1.0
3836,608248.6754302103,8784,1.0
8689,608057.6493001819,8784,1.0
9759,607908.3834801355,8784,1.0
9858,607908.3834801355,8784,1.0
9859,607908.3834801355,8784,1.0
9860,607908.3834801355,8784,1.0
9861,607908.3834801355,8784,1.0
9961,607908.3834801355,8784,1.0
9758,607903.1531555908,8784,1.0
9190,607851.1188596387,8784,1.0
5777,607805.4536058928,8784,1.0
9960,607788.9070302307,8784,1.0
4891,607384.5146635917,8784,1.0
2985,607093.7772086343,8784,1.0
9550,606986.3313026291,8784,1.0
1653,606985.5450266321,8784,1.0
8555,606843.1055135281,8784,1.0
3231,606456.0427708161,8784,1.0
148,606359.6530459505,8784,1.0
7324,605856.7785012181,8784,1.0
9385,605689.3866723393,8784,1.0
9450,605256.3808504122,8784,1.0
2291,605215.9696149629,8784,1.0
2981,605176.1194485258,8784,1.0
2982,605176.1194485258,8784,1.0
2983,605176.1194485258,8784,1.0
2882,605176.1194485257,8784,1.0
8777,604991.0601317388,8784,1.0
7153,604842.0313183999,8784,1.0
4071,604696.644972898,8784,1.0
7675,603793.2757413455,8784,1.0
4045,603360.6890578938,8784,1.0
4046,603360.6890578938,8784,1.0
2237,603158.0757321432,8784,1.0
6296,602698.4730183902,8784,1.0
9756,602513.401295935,8784,1.0
9857,602484.9334104494,8784,1.0
8789,602102.364940691,8784,1.0
3881,601836.799428767,8784,1.0
2090,601691.0011635097,8784,1.0
8954,601401.2196909612,8784,1.0
9372,600365.9352756683,8784,1.0
3230,600335.0264129225,8784,1.0
7169,599530.9835226102,8784,1.0
2653,599373.1784474374,8784,1.0
9350,599352.2013784661,8784,1.0
9091,599182.0734233323,8784,1.0
3681,599081.7029957131,8784,1.0
8443,598558.4181657617,8784,1.0
7722,597609.3148064538,8716,0.9922586520947176
4881,596926.8220472643,8784,1.0
5031,596841.8292172706,8784,1.0
8314,596562.3158980977,8784,1.0
8245,596282.4208322816,8784,1.0
9478,595914.7701245447,8784,1.0
8985,595902.7211182269,8784,1.0
7365,595867.3674426288,8784,1.0
4882,595717.1706069845,8784,1.0
4883,595717.1706069845,8784,1.0
1260,595249.769887324,8784,1.0
9456,594936.2850660639,8784,1.0
8440,594557.189829823,8784,1.0
8457,594333.5011941011,8784,1.0
9495,594131.1297867509,8784,1.0
8870,594042.4020122454,8784,1.0
9749,593819.5427632177,8784,1.0
4276,593573.707121931,8784,1.0
3833,593217.219442948,8784,1.0
3120,593100.6724812083,8784,1.0
5573,592615.9739620191,8784,1.0
9959,592528.7617792991,8784,1.0
7765,592474.3398766535,8784,1.0
8654,592328.8325075865,8784,1.0
9969,592010.2801594996,8784,1.0
8793,591323.0380845679,8784,1.0
9570,591282.4296429572,8784,1.0
8685,591131.2452404774,8784,1.0
5944,591022.7288684956,8784,1.0
2884,590464.5780629832,8784,1.0
9678,590239.7783710374,8784,1.0
7561,590136.1027715026,8784,1.0
752,589770.8159902152,8784,1.0
2937,589432.4761304981,8784,1.0
8897,589111.4927946138,8784,1.0
3666,588547.8183289339,8784,1.0
2883,588125.0303437327,8784,1.0
3427,587834.1995656781,8784,1.0
3766,587656.3389418423,8784,1.0
4074,587645.3913910418,8784,1.0
1055,587526.6293753778,8784,1.0
9090,587375.9814642019,8784,1.0
5737,587329.8741844494,8784,1.0
9757,586712.0671634689,8784,1.0
8311,586302.3055889232,8784,1.0
766,585906.9886125609,8784,1.0
2685,585739.3736806521,8784,1.0
2385,585714.3551403225,8784,1.0
9054,585708.7033609563,8784,1.0
8790,585652.9952842945,8784,1.0
5575,585273.8331328855,8784,1.0
7882,585162.6200228469,8784,1.0
3281,585102.709455621,8784,1.0
7445,585006.6330592323,8784,1.0
7983,584643.9874940928,8784,1.0
3556,584516.189926191,8784,1.0
7883,584472.542594752,8784,1.0
7982,584472.542594752,8784,1.0
3368,584380.3473414977,8784,1.0
7789,584284.6351828704,8784,1.0
7738,583815.8356712916,8784,1.0
9847,583698.835983476,8784,1.0
9356,583565.9462239093,8784,1.0
8637,583555.3395300668,8784,1.0
8211,583332.6094228928,8784,1.0
4565,583225.9538110796,8784,1.0
9962,583225.6213120806,8784,1.0
8612,583196.6217756652,8784,1.0
8541,583195.2513094662,8784,1.0
9581,583105.1170298872,8784,1.0
2238,583035.3053865723,8784,1.0
8513,583002.4599002743,8784,1.0
8212,582961.9525525124,8784,1.0
3932,582851.2773674014,8784,1.0
8992,582796.258382721,8784,1.0
9299,582523.675580828,8784,1.0
2755,582221.5529948369,8784,1.0
9365,582207.2740670287,8784,1.0
9362,582144.1713968277,8784,1.0
3326,581983.2626224692,8784,1.0
5576,581978.9202642051,8784,1.0
2786,581258.2246623432,8784,1.0
1555,581020.0107807448,8784,1.0
9154,580980.1996441138,8784,1.0
8293,580902.9379461777,8784,1.0
8754,580756.9797099768,8784,1.0
3628,580578.3307922935,8784,1.0
2686,580298.0607908528,8784,1.0
2886,580187.215074311,8784,1.0
2887,580101.35061815,8784,1.0
9573,579820.0224827335,8784,1.0
7775,579711.2546598378,8784,1.0
3153,579563.1055939163,8784,1.0
1684,579225.706043638,8784,1.0
9472,578795.4348205444,8784,1.0
7783,578523.2290647338,8784,1.0
2986,577878.5559843243,8784,1.0
8251,577817.0192037565,8784,1.0
7364,577774.6702931923,8784,1.0
6318,577696.5890793012,8784,1.0
8978,577592.1769598194,8784,1.0
3081,577193.838997354,8784,1.0
2785,577004.1810585652,8784,1.0
9775,576964.7565367953,8784,1.0
4770,576923.4786199172,8784,1.0
7626,576779.7547390526,8784,1.0
3661,576432.8791693394,8784,1.0
8315,576196.2924197525,8784,1.0
3547,576103.1409362191,8784,1.0
7940,575739.5076686512,8784,1.0
8420,575655.2008102281,8784,1.0
9018,575530.0231196196,8784,1.0
2787,575246.7411143009,8784,1.0
2885,575183.3711252507,8784,1.0
4132,575049.0066097016,8784,1.0
8512,574995.8257632067,8784,1.0
8382,574915.5021276921,8784,1.0
7084,574585.173543323,8784,1.0
5526,574540.1568268236,8784,1.0
9556,574471.6478982917,8784,1.0
4470,574144.7391298914,8784,1.0
956,574029.5097067772,8784,1.0
4628,573861.8266868284,8784,1.0
9697,573739.6411377261,8784,1.0
5676,573669.5745397608,8784,1.0
3330,573559.9424365452,8784,1.0
4980,573542.595505339,8784,1.0
5127,573521.0990294935,8784,1.0
7782,573239.9256433108,8784,1.0
4629,573215.7768502188,8784,1.0
8043,573212.1837824804,8784,1.0
9189,573077.0809021443,8784,1.0
5677,573069.6259726568,8784,1.0
3725,572999.9907608824,8784,1.0
9574,572391.7071501532,8784,1.0
9055,572208.4192701244,8784,1.0
8540,571905.2002187868,8784,1.0
2832,571823.8383273812,8784,1.0
8409,571261.6751776187,8784,1.0
8509,571261.6751776187,8784,1.0
2734,571113.0606648271,8784,1.0
4381,570807.5532147466,8784,1.0
9990,570569.4790429375,8784,1.0
8692,570151.9035229223,8784,1.0
9755,569835.5346511859,8784,1.0
9853,569835.5346511859,8784,1.0
9854,569835.5346511859,8784,1.0
9953,569835.5346511859,8784,1.0
9954,569835.5346511859,8784,1.0
9955,569835.5346511859,8784,1.0
9855,569679.9224729723,8784,1.0
3232,569402.1001013333,8784,1.0
4884,569304.6651713361,8784,1.0
4668,569230.5726329547,8784,1.0
8990,569063.5565797088,8784,1.0
9089,569012.3886818079,8784,1.0
5625,568535.9547813076,8784,1.0
7461,568110.7791084939,8784,1.0
9689,567992.6955470701,8784,1.0
8690,567795.2286297611,8784,1.0
9399,567694.2827337583,8784,1.0
2638,567109.2427789085,8784,1.0
8890,566744.3699661512,8784,1.0
7622,566685.0889106301,8784,1.0
2687,566679.7421408971,8784,1.0
8554,566663.9208905087,8784,1.0
8613,566437.8878820284,8784,1.0
4376,566336.5972267619,8784,1.0
8023,566162.4001937789,8784,1.0
9856,566095.551067045,8784,1.0
2987,565924.6984440506,8784,1.0
8415,565732.3140315248,8784,1.0
7950,565731.2157384737,8784,1.0
8610,565661.499545612,8784,1.0
5626,565491.3056397203,8784,1.0
7835,565363.3381449052,8784,1.0
7306,565233.8954738862,8784,1.0
3770,564868.1279405113,8784,1.0
8310,564793.1473587505,8784,1.0
3627,564742.8362171811,8784,1.0
8411,564358.2391921155,8784,1.0
7935,564346.3447671224,8784,1.0
5181,564046.4163524508,8784,1.0
9671,563827.1862533997,8784,1.0
5126,563625.2278044656,8784,1.0
8585,563376.3552474931,8784,1.0
4776,563272.0288292167,8784,1.0
9279,563248.9526717433,8784,1.0
8133,562942.019272203,8784,1.0
9471,562930.3510502392,8784,1.0
8760,562930.2873204738,8784,1.0
6394,562907.5868025374,8784,1.0
4782,562875.9684630181,8784,1.0
8035,562862.4813782116,8784,1.0
9200,562860.0520254303,8784,1.0
3466,562841.7071904608,8784,1.0
5365,562448.0750709195,8784,1.0
4477,562426.5467375221,8784,1.0
7934,562336.4680240973,8784,1.0
5175,562186.0235339898,8784,1.0
3931,562185.5561227718,8784,1.0
7546,562126.0291439164,8784,1.0
8898,561970.3178720378,8784,1.0
4578,561533.9569426194,8784,1.0
7936,561105.8179149854,8784,1.0
8899,560782.0244055325,8784,1.0
8900,560782.0244055325,8784,1.0
8036,560583.2998496491,8784,1.0
7238,560247.9409225482,8784,1.0
8869,559797.1832178888,8784,1.0
3022,559736.4142377661,8784,1.0
2888,559200.332343458,8784,1.0
3121,559121.7386519139,8784,1.0
8034,559078.3780061329,8784,1.0
8995,558470.8540903174,8784,1.0
1054,558421.0812268192,8784,1.0
8799,558171.0175093805,8784,1.0
3256,557599.487949456,8784,1.0
2366,557550.8209925883,8784,1.0
8539,557499.8313889075,8784,1.0
9198,557478.5020542281,8784,1.0
3181,557430.7189597097,8784,1.0
8998,557421.8914221785,8784,1.0
7473,557107.9701707645,8784,1.0
2639,556395.0656398439,8784,1.0
8351,556361.6994998602,8784,1.0
8887,556333.9211305646,8784,1.0
7981,555887.9895404496,8784,1.0
2754,555799.186237148,8784,1.0
3730,555729.2071107297,8784,1.0
3021,555544.6575987212,8784,1.0
2057,555504.7311614264,8784,1.0
8049,554994.4807940829,8784,1.0
9795,554893.1052061018,8784,1.0
9186,554777.6554680618,8784,1.0
7744,554376.5801177591,8784,1.0
4441,554372.0159350918,8784,1.0
7846,554258.7501306465,8784,1.0
6179,554212.4514295182,8784,1.0
3357,553685.2769978523,8784,1.0
5675,552855.3569424208,8784,1.0
9748,551960.4209411447,8784,1.0
3834,551872.681197779,8784,1.0
8936,551669.778633558,8784,1.0
9290,551650.6377419906,8784,1.0
8678,551350.4975029449,8784,1.0
9387,550541.2761398903,8784,1.0
9753,550476.3595679314,8784,1.0
1584,550419.9181109709,8784,1.0
6494,550395.3509490732,8784,1.0
7170,550300.9100630195,8784,1.0
6594,550256.4311234988,8784,1.0
6393,550251.5424875261,8784,1.0
6493,550251.5424875261,8784,1.0
5281,549945.5407261692,8784,1.0
6593,549907.9922924142,8784,1.0
8502,549873.5419425917,8784,1.0
3639,549810.1542578393,8784,1.0
3669,549733.7132630706,8784,1.0
5678,549344.6739690943,8784,1.0
7662,548933.9438707681,8784,1.0
7373,548912.588678701,8784,1.0
9945,548484.4088757465,8784,1.0
5637,548467.5507252603,8784,1.0
146,548350.6408519675,8784,1.0
8195,548071.2069288264,8784,1.0
9086,547857.2048312387,8784,1.0
5226,547557.5189582914,8784,1.0
6218,547503.794475095,8784,1.0
3221,547429.9826125312,8784,1.0
8893,547393.2569892266,8784,1.0
7560,546984.8493982286,8784,1.0
2656,546131.860104449,8784,1.0
9259,545911.3323201685,8784,1.0
9754,545863.0837257329,8784,1.0
3933,545760.3930232883,8784,1.0
8769,545262.4890729829,8784,1.0
9598,545214.5913125857,8784,1.0
9698,545151.3325244653,8784,1.0
9989,545090.6291894908,8784,1.0
2386,544552.2588708878,8784,1.0
9473,544156.4158315345,8784,1.0
5574,544077.8669443361,8784,1.0
3154,543661.5801997776,8784,1.0
7838,543603.9612769634,8784,1.0
8884,542978.1930433192,8784,1.0
9975,542817.6888027623,8784,1.0
9788,542363.1356881314,8784,1.0
7256,542318.6395395278,8784,1.0
9463,541695.3606944736,8784,1.0
3426,541586.542218233,8784,1.0
1553,541408.5377570321,8784,1.0
9277,540833.2822431838,8784,1.0
3017,540559.327886298,8784,1.0
7661,540499.3909170764,8784,1.0
3355,540437.8201699756,8784,1.0
3832,540300.151536222,8784,1.0
3670,540263.0022143719,8784,1.0
9382,539876.9668056798,8784,1.0
6554,539573.8292238181,8784,1.0
9051,538780.600790869,8784,1.0
8344,538410.9624292636,8784,1.0
9098,538358.5193247776,8784,1.0
9846,537809.7687905246,8784,1.0
5577,537580.2655355727,8784,1.0
8894,537545.2595153485,8784,1.0
8994,537545.2595153485,8784,1.0
7488,537106.0687974234,8784,1.0
9199,537053.9774425853,8784,1.0
6293,536948.5473483074,8784,1.0
8794,536527.142277207,8784,1.0
9747,536424.2554089574,8784,1.0
2340,536178.9580720498,8784,1.0
8132,535516.8868148439,8784,1.0
4330,535126.3151756289,8784,1.0
8686,534647.405267947,8784,1.0
5443,534458.0984718229,8784,1.0
4641,534003.0323498962,8784,1.0
8989,533955.9058804329,8784,1.0
6317,533849.1772836174,8784,1.0
3528,533631.7986588825,8784,1.0
9000,533570.3295798488,8784,1.0
8439,533364.078837251,8784,1.0
1753,532909.0800137975,8784,1.0
9487,532122.7481833873,8784,1.0
7743,531769.9872556463,8784,1.0
4563,531718.7790690577,8784,1.0
2784,531704.7321862614,8784,1.0
8895,531596.7744254742,8784,1.0
7939,531350.5977306636,8784,1.0
7742,530764.2464079389,8784,1.0
3570,530379.5816050891,8784,1.0
7494,530130.6982192385,8784,1.0
6043,529792.1026858357,8784,1.0
4665,529666.0214450599,8784,1.0
2637,529652.7924647576,8784,1.0
7394,529598.8602520806,8784,1.0
5541,529321.2548981505,8784,1.0
8934,529191.7971720649,8784,1.0
8069,528765.3641064815,8784,1.0
1752,528728.3358756587,8784,1.0
8542,528686.1584764478,8784,1.0
5080,528612.8830533032,8784,1.0
9699,528495.6769313645,8784,1.0
9400,528493.7840993645,8784,1.0
3629,528287.9978138865,8784,1.0
2048,528226.1744361392,8784,1.0
2738,528181.983219903,8784,1.0
8416,528103.7780463715,8784,1.0
8161,528070.2743651947,8784,1.0
8722,528044.6921183354,8784,1.0
7922,527842.0033884009,8784,1.0
4682,527804.898445612,8784,1.0
3830,527758.0674245094,8784,1.0
7865,527671.0414318206,8784,1.0
9958,527489.8104989893,8784,1.0
8588,527368.0018963882,8784,1.0
7842,527189.0971022798,8784,1.0
7745,526708.1615029025,8784,1.0
4729,525689.7416516959,8784,1.0
2737,525379.4115655514,8784,1.0
8933,525320.7505081956,8784,1.0
3573,525225.6231479817,8784,1.0
8999,525037.6923746421,8784,1.0
2684,525003.6477815917,8784,1.0
2788,524800.109864275,8784,1.0
1452,524719.0260478762,8784,1.0
8614,524641.7001259469,8784,1.0
8839,524610.5546799192,8784,1.0
9691,524563.2643303617,8784,1.0
7224,524553.6835233732,8784,1.0
8134,523712.3586611775,8784,1.0
1254,523685.7348610484,8784,1.0
4840,523564.1368339585,8784,1.0
7385,523351.6715611886,8784,1.0
8538,523162.29728934023,8784,1.0
6586,523117.4034230867,8784,1.0
7836,522868.2921710239,8784,1.0
9746,522819.1785339923,8784,1.0
2782,522532.9335402721,8784,1.0
346,522253.9106416817,8784,1.0
3831,522195.09569255845,8784,1.0
9956,522148.529135877,8784,1.0
3356,521824.5829698906,8784,1.0
1351,521637.362223834,8784,1.0
8888,521583.8280178269,8784,1.0
4567,521425.80106611963,8784,1.0
8896,521393.2379986327,8784,1.0
7588,521341.92737073754,8784,1.0
5943,521264.08458994824,8784,1.0
9453,520743.9428292022,8784,1.0
7689,520739.70400531276,8784,1.0
7788,520375.0316605538,8784,1.0
8840,520338.3848619688,8784,1.0
8537,519997.5486101286,8784,1.0
8921,519647.59743954777,8784,1.0
6585,519616.02466300153,8784,1.0
2889,519593.8497014479,8784,1.0
7228,519479.6512676017,8784,1.0
8795,519235.87126844435,8784,1.0
3470,519116.4614233484,8784,1.0
6686,519031.12467473315,8784,1.0
9282,518913.8296683924,8784,1.0
9100,518913.3540287247,8784,1.0
8417,518892.89537118206,8784,1.0
8602,518666.94128922967,8784,1.0
5078,518620.8937494007,8784,1.0
767,518585.26555337716,8784,1.0
854,518461.25893552986,8784,1.0
3529,518389.91421336436,8784,1.0
2191,518287.74049425905,8784,1.0
8261,518068.1994868898,8784,1.0
8833,517764.3834955738,8784,1.0
9099,517594.03058106324,8784,1.0
8337,517366.109736544,8784,1.0
7688,517003.23133118486,8784,1.0
8932,516692.15615430195,8784,1.0
5979,516667.05406849174,8784,1.0
8437,516539.15544156573,8784,1.0
3571,516308.7835368719,8784,1.0
9249,516261.81450039,8784,1.0
5130,516187.9132214371,8784,1.0
8438,515842.24529126106,8784,1.0
4781,515708.1550099953,8784,1.0
8516,515490.12595631764,8784,1.0
7966,515202.96963513613,8784,1.0
3667,514997.14780605905,8784,1.0
8162,514896.0063315934,8784,1.0
3020,514887.5855753734,8784,1.0
4225,514414.3095769582,8784,1.0
9179,514275.89534193085,8784,1.0
2630,514224.31608767057,8784,1.0
8889,514121.18314494577,8784,1.0
8338,514109.03136794764,8784,1.0
8551,514027.4347007048,8784,1.0
9783,513722.63891761657,8784,1.0
7693,513488.36803859146,8784,1.0
8045,513056.6034132596,8784,1.0
1056,512359.37387681747,8784,1.0
7587,512319.72720853094,8784,1.0
9119,512076.0820455118,8784,1.0
8340,512004.3718225641,8784,1.0
9085,511633.99909791286,8784,1.0
8968,511385.7999577769,8784,1.0
7250,511314.9044112886,8784,1.0
3562,511105.0670940548,8784,1.0
4663,510938.31213558855,8784,1.0
8339,510633.93680431147,8784,1.0
4872,510633.10495336854,8784,1.0
4876,510422.4984625757,8784,1.0
2440,510367.827896404,8784,1.0
9676,510246.0322261544,8784,1.0
7687,510074.72801162075,8784,1.0
3569,509943.29819945816,8784,1.0
6926,509644.170898465,8784,1.0
5799,508874.29148770194,8784,1.0
849,508787.8461275162,8784,1.0
5699,508754.43902949046,8784,1.0
8461,508707.33725017036,8784,1.0
5698,508705.38157144375,8784,1.0
6418,508690.49806035083,8784,1.0
2836,508368.069296991,8784,1.0
5225,507769.51599715475,8784,1.0
8518,507239.5752074286,8784,1.0
7843,507050.9394852641,8784,1.0
2688,506923.99529616977,8784,1.0
8316,506525.33165294403,8784,1.0
9779,506512.50609557267,8784,1.0
5128,506183.556082864,8784,1.0
8486,505660.9078766515,8784,1.0
5179,505334.08712037903,8784,1.0
3038,505120.58292677556,8784,1.0
5700,505077.9743562733,8784,1.0
8210,504671.35949123773,8784,1.0
8950,504651.91648907104,8784,1.0
9957,504298.8880306233,8784,1.0
8981,504241.5721912549,8784,1.0
9286,503880.55877900677,8784,1.0
2285,503529.1515494661,8784,1.0
7573,503487.73923323327,8784,1.0
3322,503306.16325077665,8784,1.0
7574,503287.92080583895,8784,1.0
7735,503043.4763203443,8784,1.0
4167,502862.21777730936,8784,1.0
1842,502220.8228424005,8784,1.0
1942,502220.8228424005,8784,1.0
1943,502220.8228424005,8784,1.0
2044,502220.8228424005,8784,1.0
8988,501373.63762894843,8784,1.0
8800,501093.45973235765,8784,1.0
867,500951.75050715945,8784,1.0
1797,500676.0105680257,8784,1.0
5474,500623.53137170064,8784,1.0
7762,500530.8116992715,8784,1.0
8386,500486.1514457532,8784,1.0
7038,500107.0872943335,8784,1.0
6466,499889.47206594143,8784,1.0
9185,499691.0569963551,8784,1.0
8262,499574.16595372953,8784,1.0
7260,499514.56565721345,8784,1.0
7832,499365.25357783533,8784,1.0
9020,499254.0415162331,8784,1.0
2043,498987.72713709733,8784,1.0
7851,498966.64514789777,8784,1.0
2390,498884.75786858884,8784,1.0
4327,497940.38981517835,8784,1.0
3358,497924.22754433355,8784,1.0
2088,497600.5588380694,8784,1.0
1153,497573.2092866473,8784,1.0
6592,497546.7542447146,8784,1.0
3582,497542.2815096347,8784,1.0
8160,497322.67845580395,8784,1.0
8286,497211.137898563,8784,1.0
9069,496798.56556727726,8784,1.0
8788,496729.01136759424,8784,1.0
1748,496711.72440963116,8784,1.0
8163,496654.5954722058,8784,1.0
8309,496566.02044741303,8784,1.0
855,496338.62457339856,8784,1.0
2640,496278.63535979006,8784,1.0
3325,496260.38256077084,8784,1.0
9981,496192.5407765517,8784,1.0
8042,496120.1339392194,8784,1.0
5680,496079.25370236277,8784,1.0
4240,495725.6273400731,8784,1.0
2633,495655.3906905342,8784,1.0
7179,495374.2210469342,8784,1.0
5382,494976.7065380375,8784,1.0
1146,494851.7743002173,8784,1.0
7937,494796.47519192426,8784,1.0
7328,494456.0319819888,8784,1.0
7186,494420.49629395036,8784,1.0
7636,494092.26183403836,8784,1.0
6319,494012.4892450358,8784,1.0
4481,493957.8578386936,8784,1.0
5125,493719.885930409,8784,1.0
8312,493612.0468628519,8784,1.0
2540,493504.876889891,8784,1.0
8110,493402.5741244513,8784,1.0
6655,493392.01967669406,8784,1.0
7406,492961.8030787947,8784,1.0
8013,492853.46812399675,8784,1.0
8454,492492.6570721512,8784,1.0
3138,492274.21930628415,8784,1.0
3139,492274.21930628415,8784,1.0
9772,492091.2676718788,8784,1.0
4670,491932.64461790567,8784,1.0
7049,491675.61818669667,8784,1.0
8037,491485.2983027666,8784,1.0
7938,491462.6819034832,8784,1.0
2484,490430.20660348074,8784,1.0
8462,490386.70110421896,8784,1.0
2837,490337.23175137985,8784,1.0
7875,490107.82056043675,8784,1.0
4992,489981.7806662737,8784,1.0
2491,489801.1414165114,8784,1.0
5899,489464.22214269533,8784,1.0
9681,489280.10412946437,8784,1.0
4239,489256.85221297725,8784,1.0
7834,489238.651466415,8784,1.0
3465,488755.4954201084,8784,1.0
1854,488698.44341843633,8784,1.0
1641,488655.9898380697,8784,1.0
8108,488489.61701786803,8784,1.0
9378,488440.65502861235,8784,1.0
8109,488399.0827386697,8784,1.0
9575,488260.35322630254,8784,1.0
8787,488043.39218465233,8784,1.0
5276,488012.4916660433,8784,1.0
8993,487371.5537050633,8784,1.0
1989,487174.76237293106,8784,1.0
3033,486952.54515954084,8784,1.0
1796,486802.29932567046,8784,1.0
8209,486593.19357617985,8784,1.0
9920,486518.5113433574,8784,1.0
8691,486513.5376365546,8784,1.0
2736,486473.6469408541,8784,1.0
9053,486252.7488658898,8784,1.0
3258,486169.6196820106,8784,1.0
7635,486147.7535969618,8784,1.0
7147,485986.05802067195,8784,1.0
8022,485939.0852346856,8784,1.0
9191,485257.7492216862,8784,1.0
1350,485250.2647191103,8784,1.0
8451,485237.0193052331,8784,1.0
7850,484888.710088319,8784,1.0
8931,484885.44545741426,8784,1.0
7637,484789.57647369156,8784,1.0
8217,484724.7296725511,8784,1.0
5636,484689.07279414334,8784,1.0
1956,484677.5729340718,8784,1.0
5525,484676.41273733403,8784,1.0
